Name,Star,Stars_count,Price,Area,Category,Services,Searched City
Mediterranean Breeze Restaurant Kent,4.5,132,$$,,"['Mediterranean', 'Kebab', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Wally’s Chowder House & Broiler,4.5,1467,$$,,"['Seafood', 'Fish & Chips', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Big Boys Kainan,4,297,$$,,"['Filipino', 'Hawaiian']","['Delivery', 'Takeout']",Kent
Altha’s Louisiana Cajun Seasoning & Spices & Deli,4.5,129,$$,,"['Cajun/Creole', 'Herbs & Spices']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Half Lion Public House,4,78,$$,,"['American (New)', 'Brewpubs', 'Burgers']","['Outdoor dining', 'Takeout']",Kent
Musashi’s,4.5,14,n/a,,"['Sushi Bars', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Airways Brewing: The Bistro in Downtown Kent,4,350,$$,,"['Breweries', 'Pizza', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
egghole,4,222,$$,,"['Breakfast & Brunch', 'Beer Bar', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Fire Tacos De Birria,4.5,52,n/a,,"['Food Trucks', 'Mexican']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Seoul Hotdog,5,10,$,,"['Hot Dogs', 'Korean']",['Opened 4 weeks ago'],Kent
Boiling Crawfish,3.5,413,$$,,"['Seafood', 'Cajun/Creole', 'Chicken Wings']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Antigua Guatemala Restaurant,4.5,45,n/a,,"['Latin American', 'Diners', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Paolo’s Italian Restaurant,4,212,$$,,['Italian'],"['Delivery', 'Takeout']",Kent
BBQ Pete’s,4,442,$$,,"['Barbeque', 'American (Traditional)', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Triumph Valley,4,144,$$,,"['Dim Sum', 'Hot Pot', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Saigon Soul Vietnamese Restaurant,4,320,$$,,"['Vietnamese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",Kent
Fil Cuisine,4,411,$$,,"['Filipino', 'Seafood', 'Vegetarian']","['Delivery', 'Takeout']",Kent
Mama Dough,4,329,$$,,"['Chinese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",Kent
Triumph Valley,4,144,$$,,"['Dim Sum', 'Hot Pot', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
CIRCLE CHINESE CUISINE,4.5,8,n/a,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Yummy Kitchen,4.5,116,$$,,"['Hawaiian', 'Korean', 'Poke']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Wild Wheat,4,885,$$,,"['Breakfast & Brunch', 'Sandwiches', 'Bakeries']",[],Kent
Shibu Ramen,4,149,$$,,"['Ramen', 'Noodles']","['Delivery', 'Takeout']",Kent
Green Valley Restaurant & Hanapaa Poke,4.5,157,$$,,"['Chinese', 'Poke']",['Delivery'],Kent
Youpa’s Thai Kitchen,4.5,135,$$,,['Thai'],"['Delivery', 'Takeout']",Kent
Mekenie Pampangga’s Special,4.5,165,$$,,['Filipino'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Green Valley Restaurant & Hanapaa Poke,4.5,157,$$,,"['Chinese', 'Poke']",['Delivery'],Kent
Sharps Roasthouse,4,1364,$$,,"['American (Traditional)', 'Barbeque', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Olive Tree Mediterranean Restaurant,4,481,$$,,"['Mediterranean', 'Middle Eastern', 'Greek']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Spring Kitchen - Kent Station,4,124,$,,"['Vietnamese', 'Japanese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Mary’s Fine Foods,4.5,192,$$,,"['Cafes', 'Breakfast & Brunch', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Poké Bar,4,162,$$,,"['Hawaiian', 'Poke']","['Delivery', 'Takeout']",Kent
Kingwuu,4.5,27,n/a,,"['Chinese', 'Noodles']",[],Kent
MyungIn Dumplings,5,11,n/a,,['Korean'],"['Opened 2 months ago', 'Delivery', 'Takeout']",Kent
Exit 5 Korean BBQ,4,295,$$,,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Salty Blue,4.5,78,n/a,,"['Burgers', 'Fish & Chips', 'Australian']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Theary Cambodian Foods,5,21,n/a,,['Cambodian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
MyungIn Dumplings,5,11,n/a,,['Korean'],"['Opened 2 months ago', 'Delivery', 'Takeout']",Kent
Firestarter Bar & Grill,4,136,$$,,"['Burgers', 'Bars', 'American (Traditional)']",['Delivery'],Kent
Feast and Foliage,5,29,n/a,,"['Coffee & Tea', 'Sandwiches', 'Gift Shops']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Miyabi Restaurant,4,1124,$$,,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Tokyo-ya Ramen & Izakaya,4.5,930,$$,,"['Ramen', 'Noodles', 'Izakaya']","['Outdoor dining', 'Takeout']",Kent
Copperleaf Restaurant,4,288,$$$,,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
UnderGround Kitchen,4.5,234,$$,,"['Beer Bar', 'Chicken Wings']","['Outdoor dining', 'Delivery']",Kent
Ishtar Greek & Mediterranean Cuisine,4,343,$,,"['Mediterranean', 'Greek', 'Caterers']",['Delivery'],Kent
Melrose Grill,4.5,1220,$$$,,['Steakhouses'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Mama Stortini’s Restaurant & Bar - Kent,3.5,536,$$,,"['Italian', 'Burgers', 'Seafood']","['Delivery', 'Takeout']",Kent
Ting Tong Thai Cafe,4,441,$$,,['Thai'],"['Delivery', 'Takeout']",Kent
El Senor Pollo De Kent,4.5,51,$,,"['Chicken Wings', 'Mexican']",[],Kent
Ohana Kitchen,4.5,364,$$,,"['Korean', 'Hawaiian', 'Poke']","['Delivery', 'Takeout']",Kent
Duke’s Seafood,3.5,294,$$,,"['Seafood', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Peyrassol Cafe,4.5,320,$$,,['Cafes'],"['Delivery', 'Takeout']",Kent
Water’s Table,3.5,435,$$,,['American (New)'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Tropical Hut Restaurant,4.5,52,n/a,,"['Filipino', 'Asian Fusion']","['Outdoor dining', 'Takeout']",Kent
Megastar BBQ Restaurant,3.5,51,n/a,,"['Barbeque', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Ying Fung Cafe,3.5,27,n/a,,"['Chinese', 'Bubble Tea', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Maggie’s On Meeker,4,296,$$,,"['American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Aceituno’s,4,75,$,,['Mexican'],[],Kent
Reyhoon Grill,4,36,$$,,"['Mediterranean', 'Halal', 'Persian/Iranian']",[],Kent
Boiling Point,4,520,$$,,"['Taiwanese', 'Hot Pot', 'Comfort Food']","['Delivery', 'Takeout']",Kent
Saimin Says,4.5,27,n/a,,"['Hawaiian', 'Noodles', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Kent
Sweet Notes Cafe,4,63,n/a,,['Cafes'],"['Delivery', 'Takeout']",Kent
Saya Restaurant,4,200,$$,,"['Japanese', 'Thai']","['Delivery', 'Takeout']",Kent
Birrieria Monarca,4.5,47,$$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Europa,4.5,205,$$,,"['Modern European', 'German', 'Polish']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Kitchen Remix,4.5,82,n/a,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Pho T-Q,4,242,$,,['Vietnamese'],[],Kent
The Brick Kitchen + Lounge,4.5,100,$$,,"['Beer Bar', 'Lounges', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Bistro Baffi Italian Restaurant & Bar,4.5,290,$$$,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Agave Cocina & Cantina,3.5,269,$$,,"['Bars', 'Mexican']",['Delivery'],Kent
Indian Bistro,5,56,n/a,,['Indian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Sun Break Cafe,4,663,$$,,"['Breakfast & Brunch', 'Bakeries', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
urban chops,4.5,260,$,,"['Vietnamese', 'Sandwiches', 'Chinese']",['Delivery'],Kent
Himalayan Cafe,4,480,$$,,"['Indian', 'Himalayan/Nepalese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Nazes Seafood,4.5,179,$$,,"['Seafood', 'Burgers', 'Australian']","['Delivery', 'Takeout']",Kent
Sansonina Ristorante Italiano,4.5,208,$$,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Shabu Shabuya,4,49,n/a,,"['Hot Pot', 'Japanese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Szechuan First Restaurant,4,454,$$,,['Szechuan'],['Takeout'],Kent
Anthony’s HomePort,3.5,472,$$$,,['Seafood'],"['Outdoor dining', 'Takeout']",Kent
Rafiki Restaurant & Lounge,4,31,n/a,,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",Kent
Birrieria Tijuana,4.5,317,n/a,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Shanasheel Restaurant,3.5,41,n/a,,['Mediterranean'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Sumi Korean Grill,4,69,n/a,,"['Korean', 'Barbeque', 'Asian Fusion']","['Waitlist is closed', 'Outdoor dining', 'Delivery', 'Takeout']",Kent
La Chapanita,4,16,n/a,,"['Mexican', 'Caterers']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Sushi Today,4.5,455,$$,,"['Sushi Bars', 'Japanese']",['Delivery'],Kent
The Harp Bar And Restaurant,4.5,112,$$,,"['Irish', 'Irish Pub']","['Delivery', 'Takeout']",Kent
Dick’s Drive-In,3.5,215,$,,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']","['Delivery', 'Takeout']",Kent
Engimono Ramen & Dim Sum,4,75,$$,,"['Dim Sum', 'Ramen']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Moctezuma’s Mexican Restaurant & Tequila Bar,4,1497,$$,,"['Bars', 'Mexican', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Gyro Station,4.5,66,n/a,,"['Middle Eastern', 'Mediterranean', 'Greek']","['Delivery', 'Takeout']",Kent
13 Coins Restaurant,3.5,1533,$$,,"['Bars', 'Breakfast & Brunch', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Alaskan Dumplings,4,72,n/a,,['Russian'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
CreoleSoul,5,5,$$,,"['Cajun/Creole', 'Southern']",[],Kent
Lucky House Chinese Restaurant,3.5,341,$$,,"['Dim Sum', 'Seafood', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Golden Steer Steak And Rib House,3.5,233,$$,,"['Seafood', 'Burgers', 'Sandwiches']","['Delivery', 'Takeout']",Kent
Ram Restaurant & Brewhouse,3,410,$$,,"['Breweries', 'Burgers', 'American (Traditional)']","['Outdoor dining', 'Delivery']",Kent
Yeadahm Korean Soup House,4.5,32,n/a,,"['Korean', 'Soup', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Birrieria Gourmet,4.5,4,n/a,,"['Food Trucks', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Lucky House Chinese Restaurant,3.5,341,$$,,"['Dim Sum', 'Seafood', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Aguacateros,4,89,$,,['Mexican'],"['Delivery', 'Takeout']",Kent
Sushi Kuine Japanese Restaurant,4,168,$$,,"['Japanese', 'Sushi Bars']",['Takeout'],Kent
Eat Time,4.5,255,$$,,"['Chinese', 'Hong Kong Style Cafe']",[],Kent
El Piketon Restaurant & Lounge,3,33,n/a,,"['Mexican', 'Lounges', 'Peruvian']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Dock and Drink,3,45,n/a,,"['Cocktail Bars', 'Sandwiches', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Golden Steer Steak And Rib House,3.5,233,$$,,"['Seafood', 'Burgers', 'Sandwiches']","['Delivery', 'Takeout']",Kent
El Piketon Restaurant & Lounge,3,33,n/a,,"['Mexican', 'Lounges', 'Peruvian']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Pigfish Cafe,5,90,$$,,"['Sandwiches', 'Fish & Chips', 'Burgers']",['Outdoor dining'],Kent
Belen Pupuseria,4.5,129,$,,['Salvadoran'],['Takeout'],Kent
Katsu Burger,4,160,$$,,"['Burgers', 'Fast Food', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Bob’s Burgers,4.5,245,$$,,"['Burgers', 'Korean', 'Sandwiches']","['Delivery', 'Takeout']",Kent
The Habit Burger Grill,4,386,$,,"['Burgers', 'Sandwiches', 'Salad']","['Delivery', 'Takeout']",Kent
Dough Zone - Renton,4,113,n/a,,"['Dim Sum', 'Noodles', 'Shanghainese']","['Live wait time: 5 - 15 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kent
Banyan Tree,3.5,317,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Jumpin Jambalaya,5,7,n/a,,"['Salad', 'Cajun/Creole', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
The BBQ Schacht,4.5,97,$$,,"['Barbeque', 'Caterers']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Vinason Pho & Grill,4,128,$$,,"['Vietnamese', 'Macarons', 'Sandwiches']","['Delivery', 'Takeout']",Kent
Janpath Indian Cuisine,4,14,n/a,,['Indian'],"['Delivery', 'Takeout']",Kent
The Greek House,4.5,511,$$,,"['Greek', 'Lounges']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Trapper’s Sushi - Kent Station,3,601,$$,,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Skooder’s Hot Dog,5,9,$,,['Hot Dogs'],[],Kent
Dock and Drink,3,45,n/a,,"['Cocktail Bars', 'Sandwiches', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Ubuntu Street Café,5,10,n/a,,"['Cafes', 'Community Service/Non-Profit', 'Caterers']","['Delivery', 'Takeout']",Kent
Golden Dynasty,4,123,$$,,['Chinese'],"['Delivery', 'Takeout']",Kent
913 - The Place Next Door,4.5,42,$$,,['American (New)'],[],Kent
Gator’s Sports Bar & Grill,3.5,167,$$,,"['American (Traditional)', 'Sports Bars']",['Takeout'],Kent
The Habit Burger Grill,4,386,$,,"['Burgers', 'Sandwiches', 'Salad']","['Delivery', 'Takeout']",Kent
913 - The Place Next Door,4.5,42,$$,,['American (New)'],[],Kent
Cát Sang,4,328,$,,"['Vietnamese', 'Noodles', 'Bubble Tea']",['Delivery'],Kent
Gator’s Sports Bar & Grill,3.5,167,$$,,"['American (Traditional)', 'Sports Bars']",['Takeout'],Kent
Sweet Rice,4,181,$$,,"['Laotian', 'Thai']","['Delivery', 'Takeout']",Kent
Banh Mi Station,4,18,$,,"['Bakeries', 'Sandwiches', 'Vietnamese']","['Opened 3 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",Kent
Lumpia World,4.5,118,$,,"['Filipino', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Kent
Thai Chili Restaurant,4,181,$$,,['Thai'],"['Delivery', 'Takeout']",Kent
Grandma Thai Cuisine,4,255,$$,,"['Thai', 'Salad', 'Soup']","['Delivery', 'Takeout']",Kent
slice of italy,3.5,29,n/a,,"['Italian', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
S Level Tea,4,146,$,,"['Sandwiches', 'Bubble Tea', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Kent
Big Island Poke,4,388,$$,,"['Hawaiian', 'Poke']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Solamente Al Pastor,4.5,81,n/a,,['Tacos'],"['Solamente Al Pastor at this location.', 'Delivery', 'Takeout']",Kent
Spicy Chong Qing,3.5,60,$$,,['Szechuan'],['Delivery'],Kent
Pho Lam,4.5,18,n/a,,['Vietnamese'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Tacos San Juan,4.5,62,n/a,Kent,"['Food Trucks', 'Mexican']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Sumo Sushi,4,283,$$,,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",Kent
Umi Cafe,4.5,298,$$,,"['Bubble Tea', 'Asian Fusion', 'Vietnamese']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Five Sisters Thai Cuisine,4.5,157,$$,,['Thai'],"['Delivery', 'Takeout']",Kent
Tokyo Town Teriyaki,4.5,133,$$,,"['Japanese', 'Asian Fusion']",['Delivery'],Kent
Curry & Kabab,4,221,$$,,['Indian'],"['Delivery', 'Takeout']",Kent
JP’s Taproom+Grill,4,261,$$,,"['American (Traditional)', 'Cocktail Bars']","['Delivery', 'Takeout']",Kent
Greatest Thai Restaurant,4,65,$$,,"['Thai', 'Seafood', 'Noodles']",[],Kent
Family Drive-In,3.5,120,$,,['Burgers'],['Takeout'],Kent
via Marina Wood Fired Pizza & Italian Cafe,4,263,$$,,"['Pizza', 'Italian', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
So Moon Nan Jib,4,468,$$,,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Serious Soul At Cubby’s,4,144,$$,,"['Soul Food', 'Seafood']",['Delivery'],Kent
Fortune Seafood Restaurant,3.5,161,$$,,"['Seafood', 'Cantonese']","['Delivery', 'Takeout']",Kent
The Quarterdeck,5,45,n/a,,"['Cafes', 'Wine Bars']","['Outdoor dining', 'Delivery']",Kent
Summit Cafe,4.5,4,$$,,['Cafes'],[],Kent
Pimienta Bistro & Bar,4.5,305,$$,,"['Latin American', 'Modern European']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Shake ‘N Go,4,167,$,,"['American (Traditional)', 'Burgers']","['Delivery', 'Takeout']",Kent
San Wok Express,4.5,153,$,,['Chinese'],['Delivery'],Kent
Kim’s Teriyaki,4.5,43,$$,,['Japanese'],['Delivery'],Kent
Crawfish House,4,777,$$,,"['Cajun/Creole', 'Seafood', 'Bars']","['Delivery', 'Takeout']",Kent
Pony Keg Grill & Bar,4,37,$$,,"['Bars', 'American (Traditional)']",['Takeout'],Kent
Din Tai Fung,4,1037,$$,,"['Taiwanese', 'Dim Sum', 'Shanghainese']","['Delivery', 'Takeout']",Kent
EJ Burger Kent,4.5,41,$,,['Burgers'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Curry In A Hurry Pizza,3.5,11,n/a,,"['Pizza', 'Indian', 'Chicken Wings']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
El Rinconsito - Kent,3.5,190,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Cosmic Bottles,4.5,18,n/a,,"['Beer Bar', 'Pizza']",[],Kent
El Rinconsito - Kent,3.5,190,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Sidestreet Kitchen & Bar,4,206,$$,,"['Bars', 'American (New)']","['Delivery', 'Takeout']",Kent
Pho Mau,4,140,$,,"['Vietnamese', 'Bubble Tea']",[],Kent
Big Boys Filipino Food Truck,4,84,$,,"['Food Trucks', 'Filipino']",[],Kent
Togo’s Sandwiches,3,132,$,,['Sandwiches'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Cave Man Kitchen,3,287,$$,,"['Barbeque', 'Sandwiches', 'Smokehouse']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Amante Pizza & Pasta,3,204,$$,,"['Italian', 'Pizza']","['Delivery', 'Takeout']",Kent
Mizuki Buffet,3.5,812,$$,,"['Buffets', 'Sushi Bars', 'Seafood']",[],Kent
Grill In The Woods,4.5,3,n/a,,"['Beer, Wine & Spirits', 'American (New)', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
California Burrito,3.5,275,$,,['Mexican'],['Delivery'],Kent
Antojitos Michalisco,4.5,42,$,,"['Mexican', 'Specialty Food', 'Ice Cream & Frozen Yogurt']",['Takeout'],Kent
Wild Pepper Szechuan Cuisine,3.5,221,$$,,['Szechuan'],"['Delivery', 'Takeout']",Kent
Alhamdani,4,29,$$,,"['Desserts', 'Middle Eastern']",[],Kent
Happy At the Bay,4,106,$$,,['Japanese'],['Takeout'],Kent
Paparepas,4.5,188,$$,Kent,"['Venezuelan', 'Food Trucks']","['Delivery', 'Takeout']",Kent
Arashi Ramen,4,849,$$,,"['Ramen', 'Noodles', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Taste of Europe,3.5,11,$$$$,,"['Grocery', 'Imported Food', 'Delis']",[],Kent
Fan Tang - Southcenter,4,2,n/a,,"['Cafes', 'Chinese']",[],Kent
California Monster Sushi,3.5,301,$$,,"['Japanese', 'Sushi Bars', 'Seafood']","['Delivery', 'Takeout']",Kent
Alexandria Mediterranean Cuisine,4,79,$$,,"['Mediterranean', 'Middle Eastern', 'Greek']","['Delivery', 'Takeout']",Kent
Sizzle & Crunch Vietnamese Grill,4.5,25,n/a,,"['Vietnamese', 'Sandwiches', 'Asian Fusion']","['Opened 2 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",Kent
Mizuki Buffet,3.5,812,$$,,"['Buffets', 'Sushi Bars', 'Seafood']",[],Kent
Smoking Monkey Pizza,4,664,$$,,['Pizza'],"['Delivery', 'Takeout']",Kent
Pho Binh Minh,5,66,n/a,,"['Vietnamese', 'Sandwiches', 'Bubble Tea']","['Delivery', 'Takeout']",Kent
Umami Kushi,5,44,n/a,Rainier Beach,"['Japanese', 'Caterers']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Lola’s Cuisine,5,3,n/a,,['Filipino'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Cascadia Pizza,4.5,42,$$,,['Pizza'],"['Outdoor dining', 'Takeout']",Kent
CHOKE DEE Thai Street,4.5,54,n/a,,"['Thai', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Apsara Palace Restaurant,4.5,34,n/a,,"['Asian Fusion', 'Cambodian']","['Delivery', 'Takeout']",Kent
516 Bar And Grill,3.5,28,$$,,"['Breakfast & Brunch', 'Bars', 'Burgers']",['Outdoor dining'],Kent
Kilimanjaro Restaurant and Cafe,5,6,n/a,,"['African', 'Asian Fusion']",['Delivery'],Kent
Sam’s Kitchen,4.5,20,$,,['Breakfast & Brunch'],[],Kent
Can Am Pizza,4,140,$$,,"['Pizza', 'Sandwiches']",[],Kent
MOD Pizza,3.5,88,$,,"['Fast Food', 'Pizza']","['Delivery', 'Takeout']",Kent
Macrina Bakery & Cafe,4,59,$,,"['Cafes', 'Bakeries', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
California Monster Sushi,3.5,301,$$,,"['Japanese', 'Sushi Bars', 'Seafood']","['Delivery', 'Takeout']",Kent
Nami Sushi,4.5,125,n/a,,"['Sushi Bars', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",Kent
El Charro Mexican Restaurant,3,57,$$,,['Mexican'],"['Delivery', 'Takeout']",Kent
Main Garden,4,48,n/a,,['Chinese'],"['Delivery', 'Takeout']",Kent
El Charro Mexican Restaurant,3,57,$$,,['Mexican'],"['Delivery', 'Takeout']",Kent
Yummy Meats & Deli,4,125,n/a,,"['American (New)', 'Chicken Shop', 'Sandwiches']","['Delivery', 'Takeout']",Kent
Tomo,4.5,6,n/a,,"['Bars', 'Venues & Event Spaces', 'Seafood']",['Opened 2 weeks ago'],Kent
Chopsticks,3.5,180,$$,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Taqueria El Ranchito,4,52,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Kent
Mom’s Kitchen,5,20,n/a,South Park,['Indian'],"['Delivery', 'Takeout']",Kent
Wingstop,2.5,117,$$,,['Chicken Wings'],"['Delivery', 'Takeout']",Kent
Discount Produce and Fruit Market,3.5,11,$,,"['International Grocery', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Kilimanjaro Restaurant and Cafe,5,6,n/a,,"['African', 'Asian Fusion']",['Delivery'],Kent
Duke’s Seafood,4,643,$$$,,"['Seafood', 'Wine Bars', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Marlaina’s Mediterranean Kitchen,4.5,220,$$,,"['Mediterranean', 'Desserts', 'Kebab']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Kamal Da Dhaba,3.5,64,$$,,"['Indian', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Hachi-ko,4,15,$$,,"['Coffee & Tea', 'Sushi Bars']",[],Kent
Pac Island Grill,4,346,$$,,"['Barbeque', 'Hawaiian']",['Takeout'],Kent
Tacos Mexico,5,19,n/a,,['Mexican'],['Outdoor dining'],Kent
Tomo,4.5,6,n/a,,"['Bars', 'Venues & Event Spaces', 'Seafood']",['Opened 2 weeks ago'],Kent
Manraj Palace Cuisine of India,4.5,379,$$,,"['Indian', 'Seafood', 'Diners']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Mochinut Southcenter,4,27,n/a,,"['Donuts', 'Hot Dogs']",['Opened 2 months ago'],Kent
Antojitos Locos,4,1,n/a,,['Mexican'],[],Kent
Crockett’s Public House,3.5,228,$$,,"['American (Traditional)', 'Desserts', 'Cocktail Bars']","['Delivery', 'Takeout']",Kent
Duke’s Seafood,4,643,$$$,,"['Seafood', 'Wine Bars', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Monte Carlo Pub,3.5,14,$$$$,,"['Pubs', 'American (New)', 'Sports Bars']",[],Kent
Hot Pho,4,44,$,,['Vietnamese'],"['Delivery', 'Takeout']",Kent
Juba Restaurant & Cafe,4.5,175,$$,,"['Halal', 'Somali']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Vinifera Wine Bar & Bistro,4,176,$$,,"['Wine Bars', 'American (New)', 'Cocktail Bars']","['Outdoor dining', 'Takeout']",Kent
Bruchelle’s Bagel Bistro,4.5,170,$$,,"['Bagels', 'Sandwiches', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
Bahama Breeze,4,925,$$,,"['Bars', 'Seafood', 'Latin American']","['Outdoor dining', 'Delivery', 'Takeout']",Kent
IHOP,3.5,6,n/a,,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",Kent
Mr Camaron,3,11,n/a,,"['Seafood', 'Mexican']",[],Kent
